0.574484608	3.807584855	5.505068105	-0.570404391	1.445255356
6.208113131	3.452560195	3.561307604	-0.736853508	1.482467731
0.893457236	2.060365148	1.59765919	-0.882304253	1.515562716
-6.779089876	-0.246792358	-0.306271868	-1.003735136	1.544298124
5.182468128	-2.97330753	-2.070880297	-1.098124662	1.568431765
6.770812347	-4.664260339	-3.616560828	-1.16245134	1.587721453
-5.438140142	-4.145758881	-4.865916044	-1.193693676	1.601924999
-1.41046086	-0.77949159	-5.75497959	-1.188830178	1.610800215
1.24118684	3.105051356	-6.240391539	-1.144839354	1.614104913
-0.834918317	4.45603735	-6.28339161	-1.058773076	1.611669989
2.430836323	1.595203187	-5.865840397	-0.929259143	1.603618674
-2.833202292	-2.494835286	-5.052082009	-0.760128548	1.590147282
-6.430476302	-4.3057698	-3.927081435	-0.556494745	1.571452128
3.268212906	-1.734141804	-2.582594693	-0.323471182	1.547729525
4.185301211	2.374434113	-1.137541933	-0.066171313	1.51917579
-1.739873577	4.253232465	0.282365664	0.210291411	1.485987235
0.099225608	2.372068274	1.564677153	0.500803539	1.448360175
0.451641741	-0.798790284	2.649982525	0.80025162	1.406490926
2.432096533	-3.052014005	3.492132007	1.103522202	1.360575801
2.866490279	-4.069452267	4.044975827	1.405501833	1.310811114
2.751180898	-3.967135313	4.275087448	1.701077063	1.257393181
2.252526311	-2.911986333	4.199933285	1.985134439	1.200518316
-3.525502708	-1.175264612	3.849776069	2.252487429	1.140382832
-1.024631548	0.654466732	3.25517086	2.497657175	1.077183046
4.081436892	2.093622088	2.446745797	2.715091735	1.01111527
6.196852125	2.702165045	1.46072741	2.899239171	0.94237582
3.625504987	2.194820571	0.360839526	3.044547541	0.87116101
4.080251618	0.989334988	-0.763180686	3.145460241	0.797671821
2.472689482	-0.319390444	-1.816492319	3.196401996	0.7221279
-2.890583955	-1.136454467	-2.704254465	3.191792868	0.64475356
-0.111596073	-1.025330977	-3.331626219	3.126052918	0.565773115
0.472126368	-0.173186521	-3.613574642	2.993602208	0.485410878
-0.375550504	0.880651337	-3.505074728	2.78963686	0.403891163
1.264419975	0.978482464	-2.975409144	2.513852701	0.321438282
-2.545073774	0.103465713	-2.028919142	2.172303402	0.23827655
1.043580152	-0.95616058	-0.786144391	1.772438085	0.154630279
4.011665499	-1.782129178	0.603674699	1.321705868	0.070723784
-3.860762514	-1.984232453	1.994585854	0.827555871	-0.013218622
3.465412944	-0.958476921	3.253789331	0.297437214	-0.096972627
-1.870002922	0.941154393	4.251773521	-0.261200984	-0.180313916
-3.085180753	2.146654312	4.859129489	-0.841012273	-0.263018176
2.798322219	1.246565553	4.977540612	-1.434905828	-0.344861094
-2.027969186	-0.965997988	4.631519462	-2.035273241	-0.425618357
1.131472336	-1.559761596	3.87626024	-2.634351043	-0.50506565
-0.949740286	0.08648583	2.77993514	-3.224375763	-0.582978661
1.600570946	1.523478359	1.462628317	-3.797583933	-0.659133076
-0.230173615	1.413914849	0.04821678	-4.346212082	-0.733304581
-2.505504112	0.225185188	-1.376162991	-4.86249674	-0.805268864
-4.109511923	-1.216574369	-2.732559653	-5.338674438	-0.874801611
-0.013691232	-2.220824757	-3.943021861	-5.766981707	-0.941678508
3.699852541	-2.639415681	-4.92959827	-6.139655075	-1.005675242
-2.97570477	-2.470335645	-5.626479988	-6.448931074	-1.066567499
-1.232806861	-1.778383823	-6.016427922	-6.687046234	-1.124130967
0.013363547	-0.728595047	-6.103228297	-6.846237085	-1.178141332
