-3.207402443	-0.37262367	3.318711531	0.917063415	-0.489796898
-10.40865841	-1.372763522	3.103425439	0.798437873	-0.49517345
-6.439281027	-2.194279054	2.854598985	0.679851221	-0.50030575
-2.554512087	-2.818793097	2.577714292	0.561671531	-0.505179595
3.644915236	-3.235437102	2.27825348	0.444266873	-0.509780785
8.534267767	-3.433342519	1.961698672	0.328005316	-0.514095116
9.31181233	-3.401339812	1.633231005	0.213254933	-0.518108389
7.168525419	-3.139765184	1.296827685	0.100383792	-0.5218064
-0.445777803	-2.699492523	0.956164934	-0.010240036	-0.525174949
-6.014572505	-2.143150836	0.613964426	-0.118248481	-0.528199833
-8.564333856	-1.529550938	0.26912964	-0.223273472	-0.530866851
-9.817537025	-0.916549094	-0.080390491	-0.324946939	-0.533161801
-3.946980642	-0.352678109	-0.436647036	-0.422900812	-0.535070481
7.05924281	0.150823065	-0.801691062	-0.51676702	-0.53657869
10.90371739	0.591081591	-1.176616291	-0.606177494	-0.537672225
8.856839037	0.962583352	-1.558687059	-0.690764162	-0.538336886
8.68725128	1.263609313	-1.944210352	-0.770158955	-0.53855847
4.85540953	1.493628548	-2.32949316	-0.843993802	-0.538322776
-4.7532308	1.652110127	-2.710842471	-0.911900633	-0.537615602
-9.066214298	1.738523124	-3.084565273	-0.973511378	-0.536422766
-10.58008555	1.751256239	-3.445888181	-1.028457966	-0.534730164
-8.343394427	1.671381961	-3.785716321	-1.076372327	-0.532523701
0.216288081	1.426913532	-4.093874443	-1.116886391	-0.529789282
7.030385698	0.932869475	-4.3601873	-1.149632087	-0.526512812
4.976279605	0.173310859	-4.574479643	-1.174241345	-0.522680193
-2.151819196	-0.59153107	-4.726576223	-1.190346095	-0.518277331
-2.372742248	-1.03238252	-4.806301793	-1.197578267	-0.51329013
1.537774796	-0.864659237	-4.803730821	-1.195722137	-0.507708781
1.088079575	-0.057234845	-4.709936643	-1.185171374	-0.501540632
-1.961257355	0.991200468	-4.516242314	-1.166471993	-0.494797318
1.76868212	1.574608954	-4.213970888	-1.140170009	-0.487490474
3.984486173	1.353499771	-3.796662381	-1.106811437	-0.479631733
