CV_IMF1	CV_IMF2	CV_IMF3	CV_IMF4	CV_IMF5	FI_IMF1	FI_IMF2	FI_IMF3	FI_IMF4	FI_IMF5	SK_IMF1	SK_IMF2	SK_IMF3	SK_IMF4	SK_IMF5	KU_IMF1	KU_IMF2	KU_IMF3	KU_IMF4	KU_IMF5
18.53580861	65.55121377	1085.331045	118.5864084	824.6326189	4.552376334	1.96842655	0.819670705	0.274602278	0.04618999	-1.356812115	0.010818484	0.309529012	0.045989137	0.04584856	19.21974871	4.721998171	3.531598195	2.278504338	2.706228706
477.4623957	1831.463515	5.297634803	138.9123587	83.97664916	4.756564097	1.961597325	0.822662264	0.309517659	0.03325231	-0.407724443	0.074973139	0.198884883	0.060686321	0.002312085	9.434577711	6.193978296	4.005001619	4.039002294	1.933780219
3165.091734	376.2363703	255.0321327	24.8165719	120.9331948	4.927435384	2.433716853	0.823417555	0.368324694	0.083128703	-0.322455	-0.018617081	0.563045636	0.003778827	0.218962489	19.05478612	4.013580669	8.643616263	4.150998789	3.319011704
3796.883005	25609.51715	45.08412683	109.3181008	218.2065714	4.847518979	2.166501457	0.785491141	0.247452567	0.065799124	-0.060619924	0.124137023	0.148357659	-0.136465648	-0.026792569	4.762491234	2.892872241	5.329845355	2.605485753	2.519372332
16.71264927	126.6545474	139.4603283	87.7116616	2.673804941	5.403557194	2.636420004	0.90967279	0.335975672	0.081627369	-2.14200919	0.134481791	0.260396063	-0.173282796	-0.098705853	19.38566026	10.80304914	4.587520591	2.660095442	3.525225673
1090.953677	4345.262735	6.114153849	470.0056852	17.87441666	4.279344202	1.686567494	0.685656367	0.266206665	0.063699254	-0.208434772	-0.013139331	1.514743118	-0.170144011	-0.55972711	4.549198806	3.104989682	8.154074128	7.896436514	3.523050785
209.6837889	96.08889683	321.2648126	161.0565215	-84.55340128	4.624124479	2.213571763	0.724735474	0.197762127	0.028206394	0.218760427	-0.115179542	-0.062136345	0.023481	0.029841431	4.827289826	4.04363843	2.818618065	3.465748569	4.293192739
180.973109	199.067294	322.6158876	37483.33183	48.82295332	3.835753074	1.809047191	0.810921712	0.26089706	0.033401989	-0.526532818	-0.139508012	0.472442203	-0.202854168	0.049406347	6.450021738	3.76006047	4.577447397	3.548918432	3.395376111
28.40640023	275.5017147	620.0722715	29.1836113	44.66373859	4.501425886	1.784625849	0.85767075	0.332835093	0.052698388	-2.903679891	0.399856237	0.070654366	0.044613504	0.060713881	32.18701548	5.670232338	3.114264382	3.209472111	3.276422491
38.34960969	187.7690798	840.9663425	3206.112496	57.23712767	4.576523696	2.0919549	0.728852906	0.271591052	0.052148431	-0.85698152	0.851461811	-0.036858981	0.294442873	-0.121219024	16.07374182	10.51061216	3.451210519	3.18204155	2.318337238
13.73029902	25.59084331	370.2567756	2617.45025	478.7397757	4.394569665	2.208429096	0.730766072	0.233661709	0.039976534	1.450456997	-0.069549437	0.024453547	-0.578508439	0.008269374	14.85814733	8.763140055	2.731217626	4.881093323	2.264891195
84.21510776	386.5706171	102.008967	706.0404251	13.9307642	4.057705965	1.88445125	0.766047131	0.147375588	0.029426456	-0.307416245	0.138972571	0.042168411	-0.167144544	0.522087669	6.999556132	3.587324439	2.580012174	4.476677683	2.86341552
189.4692646	199.1496181	303.8216069	232.3675724	-844.099851	3.821973248	1.935145742	0.632544511	0.23227721	0.022414124	-0.114350887	-0.067878702	-0.052117357	-0.061162674	0.06155252	5.190874815	2.984736239	3.839068861	3.45536736	2.11909815
474.5475728	96.2182478	13.29998313	54.9296248	43.32630469	4.026830478	1.859957021	0.637055947	0.216867	0.036872818	0.138488611	-0.164326841	-0.775222593	-0.085140543	0.204220054	3.564527084	3.48638596	10.80879923	5.284121051	2.292270134
96.88883581	75.10089517	150.6584202	221.8983088	-417.2016403	3.774179013	1.968601562	0.456168776	0.145845395	0.018279984	0.045575621	-0.006496547	-0.097132393	0.233197255	-0.070072047	3.868715505	3.82252605	3.285809245	2.707864917	4.269833648
44.57990766	68484.07994	975.8071217	414.6362811	15.97878732	3.878059177	2.063573595	0.671936638	0.21568214	0.034583197	-2.347612181	-0.070646053	0.098914703	0.069282612	0.115118611	28.15706658	4.786240734	3.330267654	2.605796197	2.608924574
196.0313359	105.3534796	401.2832242	74.81725309	20.35392412	3.643241246	1.761704454	0.700381992	0.240477047	0.051554621	-0.065212495	-0.035328295	0.074879672	-0.119756644	-0.559674736	3.312318323	3.682633853	3.481358992	3.681657169	2.713143821
