CV_IMF1	CV_IMF2	CV_IMF3	CV_IMF4	CV_IMF5	FI_IMF1	FI_IMF2	FI_IMF3	FI_IMF4	FI_IMF5	SK_IMF1	SK_IMF2	SK_IMF3	SK_IMF4	SK_IMF5	KU_IMF1	KU_IMF2	KU_IMF3	KU_IMF4	KU_IMF5
66.28382383	1088.974842	3105.393403	546.4347745	-86.02020429	4.509579434	1.638257689	0.415440241	0.119430232	0.009257943	-0.231194078	-0.026285629	0.062183002	0.185066656	0.341481368	3.601321057	2.800838291	2.964358696	2.802894228	2.446852428
110.7615551	1659.473411	100.6596138	94.6390574	-2014.010981	3.810829642	1.377748074	0.394781206	0.132394754	0.016648116	-0.052137532	0.017151867	-0.060585288	-0.021189867	-0.002658288	3.761613978	3.325144178	2.818961419	2.54505798	1.847045316
26.86067656	3204.976696	294.7127403	17.64239251	-464.0679664	4.3561159	1.489915065	0.445898177	0.124174189	0.02008396	-0.174741037	0.074492805	-0.049913012	0.045123231	0.065459277	3.931029911	2.684084565	3.26059009	2.619954005	2.290934698
57.42240509	1549.774371	314.8711459	134.6188949	-113.0939072	4.126040142	1.452117041	0.391392904	0.128542458	0.016338169	-0.046163068	0.100048197	-0.215995034	0.099479112	0.305221455	3.930514598	3.142946833	3.86175514	2.69699388	2.887254387
125.5695357	3945.574057	245.0032296	77387.73625	-42.22646125	4.366396138	1.514218364	0.43451621	0.140949652	0.015007353	-0.081053025	0.228287695	0.168865541	-0.048598757	0.287242404	3.983661875	4.111252033	3.347675938	2.937506186	3.091266801
147.805758	26.90317714	113.7839294	35.52085212	3.507740642	3.91136781	1.328502136	0.419285643	0.095597642	0.02125715	0.075828417	0.25443615	0.121291388	0.315915888	-0.074805687	4.128175703	3.69037105	3.245456968	2.753634705	2.526719023
14.8122399	508.5665003	555.638438	64.12951928	-15953.65267	4.048480577	1.323346399	0.405977633	0.111762007	0.01994654	-0.316248119	0.102948114	0.033506033	-0.034721054	0.125175467	4.295502301	5.10766629	7.113469549	3.088916639	2.577489421
2438.309559	1166.613528	1867.357268	772.1263312	-14401.45707	4.089501254	1.410149001	0.400420842	0.132700388	0.016763123	-0.069044907	0.105532334	-0.073561482	-0.051814414	-0.083589607	3.710836899	3.576058192	2.553816083	4.047995778	2.475309185
11.91378745	6445.360788	125.2047013	108.1537712	-133.4356253	4.508294957	1.574627354	0.455991713	0.102199466	0.017192614	-2.36E-01	0.049941207	0.013817206	0.115302261	0.040004822	3.904437949	2.816928759	2.599688522	2.632476578	2.341231455
1894.727144	597.7346174	210.0710827	903.1595915	-316.4704591	3.607593166	1.378930351	0.483324514	0.140997341	0.015171476	-0.013382953	0.11170903	-0.394823918	-0.068649669	0.573926949	4.597410055	3.276370679	3.268724798	3.068100545	3.538909241
110.3265337	4520.736971	68.90647246	38.59411067	-279.5299623	4.211868063	1.548641685	0.429339792	0.116898155	0.018049421	0.159277587	0.035095652	-0.189534477	-0.269095176	-0.145005109	4.030366143	3.060079011	3.01143959	3.493842199	2.293626535
2164.730873	675.638466	11493.14144	134.5868278	-8045.743357	4.178955225	1.524299652	0.435262206	0.112973181	0.02305766	0.119924897	0.072794261	0.072083505	0.511714201	-0.000632999	4.479869122	2.794638855	3.473854941	4.409612851	2.828199722
19.933076	1900.427233	605.104736	347.8530848	-828.9110831	4.808323827	1.389050722	0.405815724	0.138881921	0.017404494	0.098901797	-0.002009424	-0.119260642	-0.066103264	0.107365532	3.317273502	2.984957086	3.40589542	2.950479039	2.620902861
250.3041869	49672.64593	31517.99563	49.98572483	-555.8349199	4.322421793	1.298567711	0.464943749	0.153510744	0.017367466	-0.131890086	-0.363879396	-0.055206408	0.105904025	-0.082471077	3.432489931	4.433659307	2.927948891	3.379255639	2.313363857
432.5950001	40055.95376	6301.313751	48.74308649	-14.84785329	3.4471801	1.287869614	0.374752078	0.133091427	0.021629652	0.34593683	0.033248577	-0.005895831	0.085994303	-0.097574823	6.199266047	3.788753308	2.690244757	4.954721859	2.449635409
25929.5951	126.8075849	140.4117997	99.82692871	-258.6938389	3.931687636	1.445708625	0.502818657	0.150450374	0.015843342	0.057517855	-0.097591493	0.168017767	0.029600648	0.345896439	4.4048621	3.542767544	3.315761684	2.250487123	2.276965842
326.3869445	146.3228944	1245.982392	115.3141347	59.84825389	3.711785185	1.529959477	0.567827861	0.154903755	0.040372	0.010956055	0.181866326	0.162038085	0.056823209	-0.082979106	4.146970016	3.155924268	3.499785428	3.574787224	1.965167603
644.2102736	145.0454713	142.9540758	204.4172593	-800.9190845	4.19175409	1.484277647	0.518439474	0.162991135	0.028411767	-0.001938975	-0.042911528	-0.022167369	-0.019218674	-0.038737215	4.661297937	2.808948047	2.756280732	2.464099339	2.006711758
1099.128982	9330.565364	311.9144324	38.11709753	-5664.164491	3.308050445	1.598437754	0.597814922	0.152084533	0.022709701	-0.232527792	-0.094335044	-0.073847661	-0.0173895	0.185063187	4.123629364	3.303931543	2.671799599	3.475304457	3.377563592
234.1878842	140.1882556	167.6846544	21.41980354	32675.73863	3.907568449	1.461555124	0.482673514	0.134905932	0.047758427	0.069467569	-0.061367394	-0.065705231	-0.749490207	0.220418166	5.086264312	3.485465598	3.003385739	3.712155529	2.902240548
